6,5,3,17,2,1,6,17,9,13,12,8,16,12,8,15,14,11,10,8
12,7,16,13,15,7,19,10,17,6,5,17,9,20,1,8,7,10,3,11
1,7,5,2,4,3,8,19,11,5,14,6,7,9,16,17,16,13,11,20
7,13,11,8,19,9,1,5,17,1,16,12,4,2,16,8,2,19,18,7
20,6,4,13,3,2,7,18,10,12,13,5,17,8,9,16,15,12,11,19
2,14,12,9,11,10,15,20,18,2,1,13,5,16,17,4,3,20,19,7
18,4,2,19,9,20,5,16,8,18,11,13,15,6,7,14,12,10,16,17
2,9,6,3,5,4,9,20,12,16,3,7,13,10,11,18,17,14,13,15
9,12,10,7,9,8,4,4,16,9,19,11,3,14,15,2,14,18,4,5
13,19,17,14,16,16,20,9,3,7,6,18,10,16,2,9,8,5,4,12
14,20,2,15,16,16,1,12,20,8,15,19,11,2,7,10,9,12,5,11
8,16,14,11,13,12,5,8,20,4,3,15,7,18,19,6,5,2,1,9
15,1,8,16,18,19,2,13,5,9,8,20,10,3,4,11,10,7,6,14
18,2,20,15,19,18,3,14,6,7,9,1,13,17,5,2,11,3,7,15
11,14,15,12,14,7,18,9,1,5,18,16,8,19,20,7,6,3,14,10
9,15,7,10,12,11,16,4,19,3,2,14,2,17,18,5,18,1,20,8
5,19,9,6,16,7,11,3,15,19,18,10,2,13,17,1,20,17,16,20
17,3,1,15,20,19,4,15,7,11,10,2,14,5,6,13,12,9,5,16
3,7,7,4,6,5,11,1,13,17,16,8,20,11,12,11,18,15,14,2
9,10,8,14,7,6,11,2,14,18,17,9,1,12,13,20,14,16,1,3
