3,4,15,5,6,15,20,12,7,17,7,16,1,6,8,19,8,9,4,13
5,19,10,17,1,9,13,7,6,7,2,11,20,17,3,14,5,4,13,8
17,18,10,19,20,10,14,16,5,11,3,10,15,16,16,13,5,3,16,7
5,6,17,7,15,16,2,14,13,19,9,8,3,9,10,2,12,11,20,15
11,10,1,11,12,20,6,18,17,3,3,2,7,8,14,5,14,15,4,17
12,13,4,14,15,7,9,1,20,7,16,5,10,11,17,8,19,18,7,2
12,3,4,4,2,13,19,16,10,16,19,15,20,1,1,18,9,8,3,12
16,17,8,16,19,7,13,5,9,10,20,9,20,15,1,9,3,9,11,16
11,12,1,13,14,16,8,18,19,9,15,2,9,10,16,7,11,17,6,1
14,15,6,16,17,5,11,3,2,8,1,7,12,13,14,10,1,20,11,4
6,20,20,1,2,18,16,2,7,3,3,12,9,18,4,15,6,6,14,9
10,6,2,12,7,1,7,19,4,4,9,3,8,9,10,6,17,16,5,1
15,16,8,17,18,6,12,4,3,9,19,8,20,14,20,11,10,1,10,5
4,2,13,3,4,12,18,10,9,15,2,14,19,13,6,17,8,7,16,11
7,8,19,11,10,11,4,15,15,1,11,20,15,6,16,3,12,13,2,17
6,7,18,8,15,17,19,15,14,13,10,19,4,5,11,2,13,12,10,16
10,5,2,6,7,15,1,13,12,18,8,8,2,3,9,20,11,6,19,14
8,9,20,10,10,19,9,17,20,2,19,1,6,7,16,4,12,14,4,18
17,1,12,2,3,11,17,17,8,7,4,13,17,19,5,7,7,6,15,10
13,14,1,15,16,4,4,2,1,7,17,1,11,12,14,9,20,12,8,20
