7,6,11,8,3,12,11,4,5,3,20,19,3,10,15,9,13,16,14,18
6,12,12,7,2,2,10,1,4,16,19,12,20,9,14,8,1,5,13,17
13,12,19,14,9,18,17,10,11,3,6,5,7,16,1,15,12,2,20,4
13,13,18,15,10,10,18,11,12,4,9,6,12,17,2,16,9,3,15,5
20,2,6,1,16,5,4,17,14,10,13,12,14,3,12,2,15,9,7,11
2,1,15,3,12,7,6,19,20,9,15,10,16,7,10,4,17,16,9,13
18,17,4,19,14,3,3,15,16,8,11,10,13,1,6,20,13,7,5,9
19,18,3,20,18,4,3,16,17,9,12,11,13,2,7,14,14,13,6,10
9,8,15,4,5,14,20,6,7,19,2,16,3,14,17,11,4,18,16,20
2,15,12,17,12,1,20,13,14,12,9,8,9,19,12,18,18,5,3,7
8,7,14,9,4,20,12,5,6,18,1,20,2,11,16,10,3,17,15,19
3,11,9,4,19,8,7,7,1,16,16,14,17,6,12,5,18,12,10,14
10,9,16,12,6,15,14,7,14,20,10,2,4,13,18,12,5,19,5,1
4,17,10,5,12,9,8,1,2,14,17,16,13,7,12,6,19,13,11,15
11,10,17,12,7,10,15,8,9,1,4,19,5,14,19,13,6,1,18,2
17,16,9,18,13,2,1,14,15,7,10,9,11,16,5,19,12,6,4,10
5,9,11,6,1,10,9,17,3,15,18,17,18,8,13,7,10,14,12,16
12,11,18,14,8,4,16,9,10,2,12,4,6,7,20,14,7,1,19,3
1,14,7,2,17,6,1,18,17,11,14,13,9,4,9,3,13,10,6,12
12,14,1,16,12,20,19,12,13,12,8,7,9,3,3,4,10,4,2,5
