2,17,19,14,16,6,17,7,20,13,19,5,1,10,15,1,18,3,11,9
2,3,10,18,2,12,18,13,6,19,5,11,14,16,13,7,15,9,17,16
19,12,1,11,13,3,9,4,17,10,16,2,17,7,12,6,15,20,8,6
20,15,2,12,18,4,9,5,18,11,17,3,6,8,13,19,19,1,9,7
17,9,19,5,11,1,7,20,15,8,14,20,3,5,10,16,13,8,6,4
9,4,11,1,1,13,1,14,7,20,6,20,15,17,1,8,17,10,18,16
12,6,2,3,5,15,1,3,9,1,8,14,17,19,4,10,7,12,14,18
14,9,16,6,8,16,4,19,16,5,11,9,20,2,6,13,1,15,3,1
1,16,3,13,15,5,3,6,19,12,18,4,7,9,14,1,17,12,10,10
4,19,14,16,18,4,14,9,2,15,20,7,20,12,17,3,20,5,13,11
10,5,12,2,4,14,6,15,5,1,7,14,16,18,15,9,11,11,9,17
7,15,9,19,2,11,17,18,5,18,4,10,13,11,20,6,3,10,16,14
3,18,15,15,17,7,14,8,1,14,20,20,9,11,16,2,19,4,12,9
5,20,7,17,8,9,15,9,3,11,2,8,11,13,17,4,7,6,14,12
16,11,18,16,10,20,6,1,19,7,13,19,10,4,9,15,12,17,5,3
18,13,20,10,15,2,8,3,16,13,15,1,4,20,11,17,14,19,7,5
1,1,8,18,20,10,15,11,4,17,5,9,19,14,1,5,2,5,15,13
15,10,17,7,9,19,5,20,13,6,12,18,1,3,8,14,11,16,4,2
13,8,15,5,2,17,1,18,11,4,10,16,19,1,6,12,9,14,2,20
16,7,9,4,6,16,2,17,10,3,3,15,1,20,5,11,7,13,1,19
