2,6,14,16,5,8,9,9,18,9,19,11,12,1,15,14,20,1,10,17
8,20,17,10,19,2,3,1,12,7,13,5,18,15,9,8,1,18,4,19
12,16,13,13,15,18,12,17,4,3,16,1,2,11,20,4,10,13,20,7
10,14,11,4,13,16,17,16,6,1,7,19,11,9,3,13,8,12,18,5
1,2,2,20,4,7,8,6,17,12,5,10,11,20,14,13,19,3,9,16
17,9,6,19,8,11,12,10,1,16,2,8,15,4,18,17,4,7,13,20
4,8,15,18,7,7,11,3,20,15,17,13,14,3,17,16,2,6,12,19
13,17,14,7,16,19,18,18,9,19,10,14,3,18,6,19,11,10,1,8
9,13,10,3,12,15,16,14,5,20,6,18,19,8,2,1,7,11,4,4
20,14,1,14,12,6,7,14,16,11,19,9,10,19,13,12,5,2,8,15
3,7,20,17,6,9,10,8,19,14,20,5,13,2,10,15,1,5,11,18
19,8,20,13,2,5,10,4,15,10,11,8,9,17,12,11,17,1,7,10
17,1,14,11,18,3,4,2,13,8,14,6,7,16,10,7,15,1,5,12
14,18,15,8,17,20,1,10,10,15,11,3,4,13,7,6,3,16,2,9
18,2,19,12,1,7,5,3,14,9,9,7,12,17,2,10,16,18,6,13
8,1,9,2,11,14,15,18,4,19,5,17,18,7,1,20,6,10,16,3
6,10,7,15,9,14,13,11,2,7,3,15,16,5,13,18,4,11,14,1
11,15,12,5,14,17,11,16,7,2,8,2,1,10,4,3,9,13,10,6
7,11,8,18,10,13,14,2,3,18,19,16,17,10,20,7,5,7,15,15
15,8,16,9,18,4,2,20,11,14,12,4,13,14,8,7,13,17,3,10
