11,9,17,12,12,13,8,5,4,19,6,14,7,3,18,2,17,16,20,20
6,6,14,7,9,10,7,2,15,16,3,11,4,20,15,3,12,13,17,18
20,18,6,19,1,2,17,14,13,11,15,3,16,11,7,11,4,8,9,9
12,10,18,11,13,4,9,6,5,20,8,15,16,4,19,3,16,17,1,2
2,7,8,19,3,4,19,16,15,10,17,2,18,6,9,13,4,7,11,2
16,3,11,4,9,7,19,19,18,13,8,8,1,17,1,16,9,2,14,15
13,11,19,18,14,15,10,9,6,1,8,2,9,5,20,4,17,18,2,1
7,4,13,6,11,9,4,1,20,15,2,10,12,19,14,18,11,12,16,17
11,7,15,8,10,9,6,17,2,17,10,12,5,1,16,20,13,14,18,19
4,2,10,8,5,6,1,18,3,12,19,14,20,16,5,15,8,7,13,14
6,4,12,5,13,8,3,20,19,14,1,9,2,18,13,17,10,11,15,16
14,11,20,18,15,16,11,8,7,2,11,17,18,6,1,13,18,19,4,4
19,16,4,17,19,20,15,20,11,6,13,1,14,10,5,9,2,11,7,6
3,1,9,2,4,8,20,17,16,12,18,6,10,15,10,14,3,8,12,13
10,13,18,14,16,17,8,9,8,3,10,18,11,7,2,6,19,10,4,5
1,20,7,20,2,3,18,15,4,9,5,4,17,19,8,12,5,6,10,14
17,15,3,16,18,19,14,11,10,5,12,20,12,9,4,8,4,2,20,7
16,17,2,16,17,18,16,10,9,17,11,19,12,8,3,7,20,1,5,6
19,17,5,18,11,1,16,13,12,7,14,2,15,11,6,10,3,4,8,9
14,8,16,9,11,15,7,11,3,18,5,13,14,2,3,1,14,15,5,20
