11,20,7,3,11,4,6,13,8,17,9,1,16,1,2,12,15,18,19,10
19,5,12,8,16,9,11,1,13,2,14,10,1,6,3,17,20,3,4,15
6,12,19,19,3,16,18,5,20,9,1,17,8,13,14,7,7,10,11,2
4,10,17,13,1,14,16,3,18,11,19,15,6,11,12,2,5,8,9,20
17,3,10,20,14,7,9,16,11,20,12,8,19,4,5,15,18,1,2,13
20,6,15,9,17,8,12,19,14,3,15,1,2,2,8,18,1,4,5,16
8,15,2,18,6,19,1,8,3,3,4,20,11,16,19,7,10,9,14,5
3,9,16,12,20,13,15,2,17,6,9,14,5,10,11,1,4,7,8,16
1,7,12,10,18,11,13,20,15,4,16,12,3,8,9,19,2,5,6,17
5,11,18,8,2,15,17,4,19,8,10,16,7,12,13,3,6,9,10,1
2,8,15,11,19,10,14,1,16,5,17,13,4,9,10,20,3,6,7,18
8,14,1,17,5,18,20,7,2,11,3,19,10,10,16,6,9,12,7,4
12,18,5,1,9,2,4,11,6,20,7,3,14,19,20,10,13,16,17,8
15,1,8,4,12,5,7,14,9,18,10,6,1,2,3,13,16,18,20,11
16,2,9,7,13,6,8,15,10,19,11,7,18,3,4,2,17,20,1,12
11,17,4,20,8,1,3,10,5,14,6,2,13,18,19,9,8,15,16,7
10,18,3,19,19,20,2,9,4,13,5,1,12,1,18,8,11,14,15,6
13,19,6,12,10,3,5,12,7,16,8,4,15,20,1,11,14,17,18,9
7,13,20,16,4,17,19,6,1,14,2,18,9,13,15,5,8,11,15,3
18,4,11,7,15,8,10,7,12,1,18,9,20,5,6,3,19,2,3,14
