3,19,9,14,11,11,5,15,8,1,18,6,16,2,17,18,13,2,20,12
8,16,10,11,7,8,1,12,5,12,4,3,13,1,14,11,10,13,17,9
12,8,18,3,5,20,14,2,17,10,6,15,5,17,6,7,2,11,1,1
20,1,11,13,12,13,17,17,10,3,9,8,19,6,16,20,15,4,2,14
13,9,19,4,16,1,15,1,18,11,17,16,6,14,7,8,10,12,10,13
9,5,4,20,16,2,11,1,14,10,13,12,2,10,14,4,19,8,9,18
19,12,2,7,3,4,18,8,1,14,20,19,17,17,10,11,19,15,13,5
17,13,3,11,4,13,19,18,2,15,7,20,10,18,11,12,7,12,14,4
6,2,18,17,13,14,20,18,11,16,10,9,19,14,20,1,17,5,20,15
2,1,8,13,9,3,4,15,7,20,6,9,15,3,16,14,12,1,19,11
7,15,18,10,8,7,1,11,4,17,8,2,10,20,14,14,17,18,18,8
11,7,17,2,18,15,13,3,16,8,15,14,4,14,5,6,1,17,8,20
7,3,13,3,14,15,12,19,12,5,11,10,20,8,1,15,17,6,13,16
6,14,4,9,5,7,20,10,1,16,15,1,14,19,12,13,8,17,15,7
10,20,16,1,1,18,19,2,15,18,14,13,3,11,18,5,15,9,7,1
14,10,20,5,1,2,16,12,19,12,18,17,17,15,8,9,4,13,10,3
1,16,7,11,8,7,3,13,6,20,5,4,14,2,15,1,11,15,18,10
12,4,14,19,1,16,10,5,13,6,12,12,1,9,2,3,4,7,5,16
4,20,3,15,11,12,8,16,9,15,8,7,13,5,18,19,14,13,1,13
15,11,1,6,9,3,17,7,20,13,8,18,8,16,14,10,5,14,12,12
