9,11,18,15,8,5,1,10,9,13,7,3,4,19,14,2,6,20,16,17
3,5,12,9,2,19,15,14,6,7,1,8,18,13,8,16,20,14,20,11
10,12,19,16,19,6,2,11,13,14,8,4,5,15,15,3,7,14,17,18
11,13,13,17,10,7,3,12,14,15,9,5,6,1,17,4,8,2,18,19
2,4,11,8,9,18,14,3,5,6,20,16,17,12,7,15,19,13,9,10
13,15,2,19,12,9,5,14,16,17,11,7,8,3,18,6,17,4,20,1
7,9,16,13,6,3,19,8,10,6,5,1,2,17,12,2,4,18,14,1
8,6,13,16,3,9,16,5,7,8,2,18,19,14,9,17,5,15,11,12
6,8,15,12,5,2,18,12,9,10,4,20,17,16,11,19,3,17,13,14
19,1,8,13,18,15,11,20,2,3,17,13,14,9,4,12,16,10,6,11
8,10,17,14,7,4,20,9,11,12,6,2,3,9,13,1,5,19,15,16
5,16,14,11,4,1,17,6,8,9,3,19,20,15,10,18,18,16,1,13
14,14,1,18,11,8,7,13,15,16,10,6,7,2,17,5,9,3,19,20
15,17,4,1,14,11,7,16,18,19,13,9,10,5,20,8,12,6,2,3
7,18,5,2,15,12,8,17,19,20,15,10,11,6,1,9,13,7,3,4
1,3,10,7,20,18,13,2,4,5,19,15,16,5,6,14,18,12,8,16
20,2,9,11,19,16,12,1,3,4,19,14,12,10,5,13,17,11,7,8
14,16,3,20,13,10,6,15,17,18,12,8,9,4,19,7,11,17,1,2
18,20,7,4,17,14,10,19,1,2,16,12,13,12,3,11,15,9,5,6
17,19,6,3,16,13,9,18,20,1,17,11,12,7,4,10,14,8,4,5
