12,17,6,16,4,1,5,11,15,15,14,20,19,20,9,13,10,7,12,8
10,15,4,14,7,1,3,9,19,13,12,20,17,18,7,11,8,5,16,6
2,7,16,6,14,13,20,1,11,5,4,12,9,10,19,3,20,16,8,18
6,11,20,10,18,17,19,5,15,9,8,16,13,14,3,7,4,1,12,2
3,8,17,7,15,14,16,2,12,6,5,13,10,11,20,4,18,18,9,19
1,5,15,5,13,2,14,20,10,4,18,11,8,18,18,2,19,16,7,17
15,20,9,19,7,6,8,14,4,18,17,5,2,3,6,16,13,10,1,11
11,14,5,15,3,2,4,10,20,14,13,1,18,19,8,12,10,6,17,7
9,14,3,13,1,20,2,8,18,12,1,19,16,17,6,7,7,4,15,5
13,2,11,1,9,6,10,16,6,20,19,7,4,5,14,18,15,12,3,13
8,13,2,3,20,19,1,7,17,11,14,18,15,16,3,9,6,3,14,4
14,19,8,18,6,5,7,13,3,17,16,4,1,2,11,15,12,9,20,10
5,10,19,9,17,16,18,4,14,8,7,16,12,13,2,6,3,20,12,1
4,4,18,8,16,15,17,5,13,7,6,14,11,18,1,5,2,19,10,20
18,3,12,2,8,9,11,17,7,1,20,8,5,6,15,19,16,13,4,14
19,4,13,3,11,7,12,18,8,2,1,9,6,7,16,20,17,14,5,15
16,1,10,20,8,7,9,15,5,19,18,6,3,4,13,17,14,2,2,12
13,18,8,17,5,4,13,12,2,16,15,3,20,1,10,11,11,8,19,9
20,14,14,4,12,11,13,19,9,3,2,14,7,8,17,1,18,4,6,13
7,12,1,11,19,4,20,6,16,10,9,17,2,15,4,8,8,2,13,3
