8,2,20,19,5,11,14,4,5,12,1,7,14,18,13,3,10,6,13,2
4,5,14,15,1,7,13,20,11,10,17,3,10,14,12,19,6,16,9,18
9,10,1,20,6,12,18,5,16,13,2,8,15,19,17,4,11,7,14,3
17,18,9,8,14,20,6,13,4,1,10,16,3,7,5,12,19,15,2,11
3,4,15,14,20,4,12,19,10,7,16,2,9,12,11,18,5,1,8,17
10,11,2,1,7,13,19,9,17,14,3,9,16,20,18,5,12,8,15,16
20,12,12,11,17,3,17,16,7,4,13,19,6,10,8,15,2,18,13,14
11,12,3,2,8,14,20,7,18,15,4,10,17,1,18,6,13,3,16,5
19,20,11,10,16,2,8,15,6,3,12,18,5,9,7,14,1,17,4,13
16,17,8,7,13,5,5,12,3,20,9,15,2,14,4,11,18,14,1,1
15,16,7,6,12,18,14,11,2,19,16,14,1,5,17,10,17,13,12,9
13,14,5,4,10,7,2,9,12,17,6,12,19,3,1,8,15,11,18,7
6,6,6,16,2,8,14,1,12,9,18,4,13,15,13,20,7,3,10,19
7,8,19,18,4,10,16,3,14,11,9,6,13,17,15,2,9,4,12,1
18,19,10,19,15,1,7,14,20,2,11,17,4,8,6,13,20,16,3,12
14,20,6,5,11,17,3,10,1,18,7,13,20,4,2,12,16,12,19,8
6,7,18,17,3,9,15,2,13,10,19,5,5,16,14,1,8,4,11,20
1,2,13,13,18,4,10,17,8,5,14,20,7,11,9,16,3,11,6,15
12,8,4,3,9,15,1,8,19,16,5,11,18,2,20,7,14,10,13,6
2,3,14,13,19,5,11,19,9,6,15,1,8,12,10,17,4,20,7,16
