17,15,5,6,11,20,1,16,9,5,10,7,15,14,19,11,13,4,19,2
14,11,19,20,7,8,17,16,5,1,13,3,6,19,15,16,9,20,4,18
9,4,13,15,20,1,17,5,18,14,6,5,19,3,13,9,2,13,3,11
2,19,7,15,15,16,5,20,9,9,2,11,16,18,3,4,17,8,12,15
9,6,14,17,2,3,12,7,20,17,8,18,1,14,10,11,4,3,19,13
2,17,18,8,13,18,3,17,11,7,7,9,12,16,1,6,15,6,10,5
19,16,4,5,12,13,15,17,10,6,18,8,16,15,17,1,1,5,9,3
10,3,11,14,19,20,9,7,17,13,5,15,18,2,7,8,1,12,16,10
8,5,13,6,1,2,4,6,9,15,12,17,20,2,9,12,3,15,18,12
16,7,1,4,9,1,19,14,7,3,15,5,6,12,17,18,7,2,6,7
11,8,16,19,4,5,14,9,13,18,10,20,3,13,12,13,6,17,15,15
3,20,8,7,16,5,6,2,14,1,2,12,15,19,4,7,18,5,13,7
10,7,15,18,3,4,10,8,1,17,1,19,2,1,11,12,3,16,20,12
17,14,2,5,10,4,20,15,18,4,16,13,9,13,18,15,12,20,7,1
15,10,20,17,8,9,18,13,6,11,14,4,4,11,18,17,10,1,13,19
12,9,17,20,12,6,15,20,3,19,11,12,4,3,13,14,7,2,2,16
1,18,6,19,14,3,4,19,11,8,19,10,13,17,2,3,16,7,11,5
5,1,10,13,18,19,8,18,16,19,4,14,2,1,6,7,7,11,15,7
1,1,16,12,17,18,7,2,15,11,3,13,16,20,5,12,19,13,14,8
13,10,18,1,4,7,7,11,4,1,12,15,5,9,15,15,8,19,3,13
