11,10,3,2,1,2,6,8,3,5,6,9,14,19,12,19,18,17,4,13
17,16,2,6,7,8,2,14,13,11,12,15,20,17,18,1,4,3,10,13
20,19,12,9,10,11,5,1,16,11,15,9,3,8,1,4,16,6,13,2
3,2,14,12,16,14,4,20,19,17,18,1,6,11,4,7,10,9,16,5
20,18,11,7,9,10,4,16,15,13,14,17,4,7,17,3,16,5,3,1
8,7,20,17,18,19,13,5,4,2,14,6,11,13,9,12,15,19,1,2
2,8,1,11,19,17,14,6,5,3,4,7,12,17,10,4,16,15,2,11
14,13,11,3,2,5,19,11,10,8,9,12,4,2,13,18,1,20,7,16
2,11,14,11,12,20,7,19,18,16,4,20,5,8,3,6,5,8,15,7
6,5,18,15,16,17,11,12,2,20,1,15,9,14,2,10,13,12,8,8
7,6,19,13,17,18,17,4,3,9,2,5,14,15,8,10,14,6,20,9
10,9,2,19,20,1,15,7,6,4,5,14,13,18,11,14,3,16,3,12
13,12,7,2,3,13,18,10,9,14,8,11,16,1,14,17,20,14,6,15
1,20,13,10,11,12,6,15,17,15,10,19,4,10,2,5,1,7,8,3
9,15,8,5,18,7,1,13,12,10,11,14,19,4,17,13,3,2,9,18
18,17,10,7,8,17,3,15,14,12,13,16,1,6,19,2,5,16,11,20
12,14,4,14,2,3,17,9,8,6,16,10,15,20,9,16,19,18,9,14
1,4,13,14,15,3,10,2,15,19,20,3,8,13,6,9,12,16,18,7
15,14,7,4,5,6,2,12,11,9,10,13,18,4,16,19,2,1,8,17
4,3,7,13,14,15,9,1,20,18,11,2,7,12,5,19,11,10,11,6
