8,9,15,12,20,18,2,7,15,4,5,9,6,16,19,10,20,1,17,11
11,1,15,4,12,4,14,19,6,16,4,6,8,8,3,2,5,13,5,3
14,15,9,18,3,4,8,13,1,10,11,20,12,6,5,16,1,7,3,17
1,5,16,5,13,18,15,18,8,17,18,4,19,9,12,3,6,10,10,4
18,6,18,9,17,15,19,4,12,17,2,11,3,14,16,7,10,18,14,18
12,13,7,16,4,2,18,11,20,8,2,18,8,20,3,14,12,5,6,15
7,5,2,5,19,17,1,2,14,3,4,8,5,4,18,9,12,20,16,10
14,4,18,7,17,13,17,2,10,19,9,9,1,11,14,15,8,16,12,6
4,5,12,8,16,14,7,3,15,20,1,10,16,12,9,6,9,14,13,2
10,10,5,14,2,20,4,9,17,6,8,16,8,16,1,3,15,3,18,13
9,10,13,13,1,19,3,8,16,12,6,15,15,17,20,11,16,2,18,12
11,12,6,20,3,1,10,10,18,7,8,18,9,19,16,13,16,4,20,17
12,19,8,2,10,8,12,17,16,14,15,4,16,6,9,2,3,11,7,1
13,1,8,17,14,3,7,12,20,9,10,19,13,1,1,15,18,6,16,16
19,20,14,6,11,9,13,6,6,2,16,12,17,4,10,6,4,12,8,2
15,16,3,19,7,3,9,14,2,11,12,1,13,3,6,17,20,8,11,18
6,4,1,10,4,16,12,5,13,2,16,12,4,15,17,18,11,4,15,15
16,17,13,20,8,6,10,15,16,12,13,2,2,4,7,18,6,9,5,19
2,15,17,6,14,12,16,1,9,18,7,8,20,10,17,4,7,15,2,5
17,18,12,17,9,1,11,13,4,13,14,9,15,4,8,19,6,10,6,5
