14,18,12,16,17,3,9,15,11,16,9,4,10,12,19,18,10,2,14,1
1,5,7,3,13,10,15,2,17,12,16,13,14,19,6,20,12,9,13,8
18,11,13,9,10,1,1,8,4,18,2,17,20,10,12,13,3,15,19,14
11,15,17,13,14,20,5,14,8,2,6,1,16,9,16,10,7,19,11,18
4,9,11,7,8,14,19,6,14,16,13,15,18,3,15,4,1,13,17,7
15,19,1,15,18,12,9,1,12,19,10,5,16,13,20,14,9,3,15,2
16,20,10,18,19,5,10,17,13,7,11,20,9,14,1,4,12,4,8,3
18,7,9,5,5,12,17,4,20,14,12,13,16,1,8,2,19,11,15,4
9,13,15,13,12,3,3,10,20,20,4,19,2,2,14,17,5,17,4,16
10,12,20,10,11,17,2,9,5,19,7,18,19,6,16,7,13,16,20,15
13,17,19,18,16,16,7,14,10,12,8,3,6,11,18,12,9,1,3,20
12,10,18,14,15,1,6,15,9,3,7,2,5,10,7,11,7,20,4,19
14,6,13,4,5,3,16,3,19,13,17,12,5,20,7,1,18,19,14,1
20,4,6,2,4,9,15,1,17,18,15,7,13,5,5,19,9,8,12,7
8,8,10,8,7,13,18,5,1,15,14,14,17,2,20,3,20,5,16,11
17,1,7,19,20,6,18,18,17,8,12,7,10,15,2,12,13,5,9,20
18,15,4,3,1,7,12,19,15,18,13,3,11,11,3,17,5,6,9,5
6,10,12,8,1,15,20,7,20,17,1,16,19,4,11,1,2,9,18,13
13,3,5,1,2,10,13,9,16,10,14,9,12,1,4,18,15,7,11,14
10,14,15,12,19,19,4,11,13,1,19,20,3,8,15,3,6,6,2,17
