18,4,19,14,3,19,5,7,12,6,9,15,10,13,20,9,1,8,11,2
4,10,2,20,9,5,11,13,18,12,15,1,4,19,6,3,7,14,17,10
20,6,15,16,5,1,7,14,14,8,11,17,12,15,2,19,3,10,13,4
7,8,20,18,7,3,9,11,13,10,13,18,14,17,4,1,5,12,15,6
10,16,8,6,15,11,17,19,4,18,1,7,2,5,12,9,13,20,3,14
5,11,5,1,10,6,12,14,19,13,16,2,17,20,7,4,7,15,18,9
17,3,15,13,2,18,4,6,11,5,8,14,9,12,19,16,20,7,10,1
14,20,12,10,19,15,1,1,8,18,5,11,6,9,16,13,17,4,13,18
13,12,11,9,18,14,20,2,7,1,4,10,5,2,15,12,16,3,6,17
12,18,10,8,17,13,19,1,6,20,10,9,4,7,2,11,15,2,5,16
7,1,13,11,20,16,19,4,9,3,6,12,7,10,17,14,18,1,8,19
9,15,7,5,14,10,16,18,3,17,20,10,1,4,11,8,12,19,2,13
3,5,1,19,8,2,10,12,17,11,14,20,15,18,20,2,6,13,16,7
11,17,9,7,16,12,18,20,5,19,2,8,3,6,13,10,14,1,4,15
2,7,19,17,6,2,8,10,14,9,12,18,13,11,3,20,4,11,14,5
7,1,5,3,12,9,14,16,1,15,18,4,19,2,9,6,10,20,20,9
19,5,17,15,4,20,9,8,13,7,10,16,11,17,1,18,2,9,9,3
8,14,6,4,13,9,15,17,2,16,5,5,20,3,10,7,11,18,1,12
16,2,14,12,1,19,3,16,10,5,7,13,8,11,18,15,19,6,9,20
6,12,4,2,11,7,13,15,20,14,17,3,2,1,8,5,9,16,19,10
